Субъект Российской Федерации;Год;Период;Код медициской организации, подразделения медицинской организации;Медицинская организация, подразделение медицинской организации;Обслуживаемое население;Количество прикрепленного населения, всего;Количество прикрепленного населения, дети;Количество пересечений потоков пациентов при проведении профилактического медицинского осмотра, первого этапа диспансеризации с иными потоками пациентов в поликлинике, единица (целевое значение - не более 3), критерий достигнут;Количество пересечений потоков пациентов при проведении профилактического медицинского осмотра, первого этапа диспансеризации с иными потоками пациентов в поликлинике, единица (целевое значение - не более 3), текущий показатель;Количество пересечений потоков пациентов при предоставлении платных медицинских услуг и медицинской помощи в рамках программы государственных гарантий бесплатного оказания гражданам медицинской помощи, единица (целевое значение - не более 1), критерий достигнут;Количество пересечений потоков пациентов при предоставлении платных медицинских услуг и медицинской помощи в рамках программы государственных гарантий бесплатного оказания гражданам медицинской помощи, единица (целевое значение - не более 1), текущий показатель;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), критерий достигнут;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), плановая мощность;Количество посадочных мест в зоне (зонах) комфортных условий ожидания на 200 посещений плановой мощности поликлиники, единица (целевое значение - не менее 1), текущий показатель;Время поиска в системе навигации поликлиники информации для принятия решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, критерий достигнут;Время поиска в системе навигации поликлиники информации для принятия решения о дальнейшем направлении движения к пункту назначения в каждой точке ветвления маршрутов, текуший показатель;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), критерий достигнут;Доля элементов системы информирования об организации медицинской деятельности поликлиники, отвечающих условиям уместности, актуальности, доступности информации, % (целевое значение - не менее 100), текущий показатель;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), критерий достигнут;Доля времени приемов врача для оказания медицинской помощи в плановой форме в течение рабочей смены, отведенного для приема по предварительной записи, % (целевое значение - не менее 50), текущий показатель;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение -не менее 80), критерий достигнут;Доля пациентов, принятых в соответствии со временем предварительной записи, от общего количества пациентов, принятых по предварительной записи, % (целевое значение - не менее 80), текущий показатель;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), критерий достигнут;Доля записей на прием к врачу, совершенных гражданами без очного обращения в регистратуру медицинской организации, %  (целевое значение - не менее 50), текущий показатель;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), критерий достигнут;Количество визитов пациента в поликлинику для прохождения профилактического медицинского осмотра или первого этапа диспансеризации определенных групп взрослого населения, единица (целевое значение - не более 3), текущий показатель;Плановая дата достижения первого уровня новой модели организации оказания медицинской помощи
Челябинская область;2023;Март;74-045/13;"ГАУЗ ""Центр охраны материнства и детства г. Магнитогорск"" Поликлиника №3";Детское;21283;21283;Оценка не проведена;0;Не требуется;0;Оценка не проведена;750;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;02.11.2022
Челябинская область;2023;Март;74-046/13;"ГАУЗ ""Центр охраны материнства и детства г. Магнитогорск"" Поликлиника №4";Детское;18649;18649;Оценка не проведена;0;Не требуется;0;Оценка не проведена;120;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;12.09.2022
Челябинская область;2023;Март;74-047/13;"ГАУЗ ""Центр охраны материнства и детства г. Магнитогорск"" Поликлиника №5";Детское;24921;24921;Оценка не проведена;0;Не требуется;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-048/13;"ГБУЗ ""Городская детская больница г. Златоуст"" Детская поликлиника № 1";Детское;6732;6732;Оценка не проведена;0;Не требуется;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-049/13;"ГБУЗ ""Городская детская больница г. Златоуст"" Детская поликлиника № 2";Детское;4372;4372;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-050/13;"ГБУЗ ""Городская детская больница г. Златоуст"" Детская поликлиника № 3";Детское;10037;10037;Оценка не проведена;0;Не требуется;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-051/13;"ГБУЗ ""Городская детская больница г. Златоуст"" Детская поликлиника № 4";Детское;9807;9807;Оценка не проведена;0;Не требуется;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-052/13;"ГБУЗ ""Городская детская больница г. Коркино"" Детская поликлиника";Детское;9515;9515;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;400;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;09.11.2022
Челябинская область;2023;Март;74-053/13;"ГБУЗ ""Областная больница г. Троицк"" Детская поликлиника";Детское;14470;14470;Оценка не проведена;0;Не требуется;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-054/13;"ГАУЗ ""Детская городская клиническая больница № 1"" Детская поликлиника № 1";Детское;9990;9990;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-055/13;"ГАУЗ ""Детская городская клиническая больница № 1"" Детская поликлиника № 2";Детское;6971;6971;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-056/13;"ГАУЗ ""Детская городская клиническая больница № 1"" Детская поликлиника № 3";Детское;9455;9455;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-057/13;"ГАУЗ ""Детская городская клиническая больница № 1"" Детская поликлиника № 4";Детское;5148;5148;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-058/13;"ГАУЗ ""Детская городская клиническая больница № 1"" Детская поликлиника № 5";Детское;6901;6901;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;700;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-059/13;"ГАУЗ ""Детская городская клиническая больница № 1"" Детская поликлиника № 6";Детское;8796;8796;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-060/13;"ГБУЗ ""Детская городская клиническая больница № 7"" Детская поликлиника Свободы, 92";Детское;11375;11375;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;450;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-061/13;"ГБУЗ ""Детская городская клиническая больница № 7"" Детская поликлиника Орджоникидзе 36";Детское;12046;12046;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-062/13;"ГБУЗ ""Детская городская клиническая больница № 7"" Детская поликлиника Блюхера 89";Детское;3989;3989;Оценка не проведена;0;Не требуется;0;Оценка не проведена;80;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.11.2022
Челябинская область;2023;Март;74-063/13;"ГАУЗ ""Детская городская клиническая больница № 8"" Детская поликлиника №1";Детское;13545;13545;Оценка не проведена;0;Не требуется;0;Оценка не проведена;600;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-064/13;"ГАУЗ ""Детская городская клиническая больница № 8"" Детская поликлиника №2";Детское;9267;9267;Оценка не проведена;0;Не требуется;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-065/13;"ГАУЗ ""Детская городская клиническая больница № 8"" Детская поликлиника №3";Детское;7526;7526;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;01.12.2022
Челябинская область;2023;Март;74-066/13;"ГБУЗ ""Городская детская больница г. Копейск""";Детское;18926;18926;Оценка не проведена;0;Не требуется;0;Оценка не проведена;480;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;31.01.2023
Челябинская область;2023;Март;74-067/13;"ГБУЗ ""Городская детская больница г. Копейск"" Детское поликлиническое отделение №1";Детское;1151;1151;Оценка не проведена;0;Не требуется;0;Оценка не проведена;20;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-068/13;"ГБУЗ ""Городская детская больница г. Копейск"" Детское поликлиническое отделение №2";Детское;6171;6171;Оценка не проведена;0;Не требуется;0;Оценка не проведена;50;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-069/13;"ГБУЗ ""Городская детская больница г. Копейск"" Детское поликлиническое отделение №3";Детское;939;939;Оценка не проведена;0;Не требуется;0;Оценка не проведена;20;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-070/13;"ГБУЗ ""Городская детская больница г. Копейск"" Детское поликлиническое отделение №4";Детское;2472;2472;Оценка не проведена;0;Не требуется;0;Оценка не проведена;30;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-072/30;74-072/30 ГБУЗ Челябинская Областная Клиническая больница, Консультативно-диагностический центр;;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-073/30;"ГБУЗ ""Челябинский областной клинический терапевтический госпиталь для ветеранов войн"" Консультативно-диагностический центр";Взрослое;0;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;550;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.04.2023
Челябинская область;2023;Март;74-074/31;"ГАУЗ ""Детская городская клиническая поликлиника № 9"" Консультативно-диагностический центр для детей";Детское;0;0;Не требуется;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-075/31;"ГАУЗ ""Центр охраны материнства и детства г. Магнитогорск"" Консультативно-диагностический центр";Детское;0;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;100;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-076/31;"ГАУЗ ""Детская городская клиническая больница № 8"" Консультативно-диагностический центр";Детское;0;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-077/31;"ГБУЗ ""Челябинская областная детская клиническая больница"" Консультативно-диагностический центр";Детское;0;0;Не требуется;0;Оценка не проведена;0;Оценка не проведена;250;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Не требуется;0;
Челябинская область;2023;Март;74-078/86;"АНО ""Центральная клиническая медико-санитарная часть"" г. Магнитогорск поликлиника №2";Взрослое;46297;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;850;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-079/86;"АНО ""Центральная клиническая медико-санитарная часть"" г. Магнитогорск поликлиника №3";Взрослое;10800;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;230;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.10.2022
Челябинская область;2023;Март;74-080/86;"ГАУЗ ""Городская больница №1 им. Г.И. Дробышева"" г. Магнитогорск Поликлиника №1";Взрослое;36524;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;240;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.10.2022
Челябинская область;2023;Март;74-082/86;"ГАУЗ ""Городская больница №2 г. Магнитогорск"" поликлиника №1";Взрослое;51993;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.06.2022
Челябинская область;2023;Март;74-083/86;"74-083/86 ГАУЗ ""Городская больница №2 г. Магнитогорск"" поликлиника №2";;;;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-084/86;"ГАУЗ ""Городская больница №3 г. Магнитогорск"" поликлиника №1";Взрослое;45819;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;750;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-085/86;"ГАУЗ ""Городская больница №3 г. Магнитогорск"" поликлиника №2";Взрослое;62766;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-086/86;"ГБУЗ ""Районная больница г. Аша"" Поликлиника №1 г Сим";Взрослое;7922;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-087/86;"ГБУЗ ""Районная больница г. Аша"" Поликлиника №2 г Сим";Взрослое;1706;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;80;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-088/86;"ГБУЗ ""Районная больница г. Аша"" Поликлиника г. Миньяр";Взрослое;6463;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-089/86;"ГБУЗ ""Районная больница г. Аша"" Поликлиника г. Аша";Взрослое;16615;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-090/86;"ГБУЗ ""Районная больница г. Аша"" Поликлиника № 2 г. Аша";Взрослое;6596;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;450;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-091/86;"ГБУЗ ""Районная больница г. Аша"" Поликлиника п.Кропачево";Взрослое;3423;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;72;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.10.2022
Челябинская область;2023;Март;74-092/86;"ГБУЗ ""Городская больница №1 г. Коркино"" поликлиника";Взрослое;29405;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;570;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;02.12.2022
Челябинская область;2023;Март;74-093/86;"ГБУЗ ""Городская больница №2 г. Коркино"" поликлиника";Взрослое;10208;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;148;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;30.12.2022
Челябинская область;2023;Март;74-094/86;"ГБУЗ ""Городская больница №3 г. Коркино"" поликлиника";Взрослое;8360;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-095/86;"ГБУЗ ""Городская больница №1 им. Г.К. Маврицкого г. Миасс"" поликлиника";Взрослое;19148;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;350;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-096/86;"ГБУЗ ""Городская больница №2 г. Миасс"" поликлиника № 1";Взрослое;104000;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;1280;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;05.12.2022
Челябинская область;2023;Март;74-097/86;"ГБУЗ ""Городская больница №2 г. Миасс"" поликлиника № 2";Взрослое;106323;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;1080;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-099/86;"ГБУЗ ""Городская больница №3 г. Миасс"" поликлиника";Взрослое;10718;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;186;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;06.06.2022
Челябинская область;2023;Март;74-100/86;"ГБУЗ ""Городская больница г. Верхний Уфалей"" поликлиника №1";Взрослое;16810;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;600;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-101/86;"ГБУЗ ""Городская больница г. Верхний Уфалей"" поликлиника №2";Взрослое;5218;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-102/86;"ГБУЗ ""Городская больница г. Верхний Уфалей"" поликлиника №3";Взрослое;2085;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;150;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-104/86;"ГБУЗ ""Городская больница г. Карабаш"" поликлиника";Взрослое;8852;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;400;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;07.11.2022
Челябинская область;2023;Март;74-105/86;"ГБУЗ ""Городская больница г. Пласт"" поликлиника";Взрослое;24472;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;600;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-106/86;"ГБУЗ ""Городская больница г. Златоуст"" поликлиника № 1";Взрослое;41379;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;800;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.09.2022
Челябинская область;2023;Март;74-107/86;"ГБУЗ ""Городская больница г. Златоуст"" поликлиника № 2";Взрослое;29118;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;750;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.09.2022
Челябинская область;2023;Март;74-108/86;"ГБУЗ ""Городская больница г. Златоуст"" поликлиника № 3";Взрослое;12618;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;850;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.09.2022
Челябинская область;2023;Март;74-109/86;"ГБУЗ ""Городская больница г. Златоуст"" поликлиника № 4";Взрослое;30102;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;630;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.09.2022
Челябинская область;2023;Март;74-110/86;"ГБУЗ ""Городская больница им. А.П. Силаева г. Кыштым"" поликлиника № 1";Взрослое;22360;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;360;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-111/86;"ГБУЗ ""Городская больница им. А.П. Силаева г. Кыштым"" поликлиника № 2";Взрослое;8000;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;72;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;31.12.2022
Челябинская область;2023;Март;74-112/86;"ГБУЗ ""Городская больница №3 г. Копейск"" Поликлиника № 1 п. Старокамышинск";Взрослое;8757;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;160;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.10.2022
Челябинская область;2023;Март;74-113/86;"ГБУЗ ""Городская больница №3 г. Копейск"" Поликлиника №2 п. Бажово";Взрослое;8051;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;80;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.10.2022
Челябинская область;2023;Март;74-114/86;"ГБУЗ ""Городская больница №3 г. Копейск"" Поликлиника №2 п. Октябрьский";Взрослое;8344;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;80;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.10.2022
Челябинская область;2023;Март;74-115/86;"ГБУЗ ""Районная больница с. Долгодеревенское"" поликлиника";Взрослое;63035;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;600;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.06.2022
Челябинская область;2023;Март;74-118/86;"ГБУЗ ""Городская больница №1 г. Копейск"" поликлиника № 1";Взрослое;39092;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;670;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-119/86;"ГБУЗ ""Городская больница №1 г. Копейск"" поликлиника №2";Взрослое;36501;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;300;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-120/86;"ГБУЗ ""Городская больница №1 г. Копейск"" поликлиника №3";Взрослое;12572;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;140;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.12.2022
Челябинская область;2023;Март;74-121/86;"ГБУЗ ""Областная больница г. Чебаркуль"" поликлиника";Взрослое;49166;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;622;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;01.09.2022
Челябинская область;2023;Март;74-122/86;"ГБУЗ ""Областная клиническая больница №2"" г. Челябинск поликлиника";Взрослое;63007;0;Оценка не проведена;0;Не требуется;0;Оценка не проведена;1200;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
Челябинская область;2023;Март;74-123/86;"74-123/86 ГБУЗ ""Областная клиническая больница №3"" г. Челябинск поликлиника";Взрослое;64338;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;500;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;Оценка не проведена;0;
